dataset,model,paradigm,group_col,group_value,n,accuracy,error_rate,n_cases,group_value_label
BPI20TravelPermitData,rnn,sequence,activity_frequency_bucket,"act_freq_(0.999, 1799.0]",610,0.8147540983606557,0.1852459016393443,516,
BPI20TravelPermitData,rnn,sequence,activity_frequency_bucket,"act_freq_(1799.0, 2539.0]",446,0.8004484304932735,0.1995515695067264,421,
BPI20TravelPermitData,rnn,sequence,activity_frequency_bucket,"act_freq_(2539.0, 2671.0]",622,0.8553054662379421,0.1446945337620578,572,
BPI20TravelPermitData,rnn,sequence,activity_frequency_bucket,"act_freq_(2671.0, 2768.0]",322,0.2981366459627329,0.7018633540372671,312,
BPI20TravelPermitData,saprpt,tabular_fm,activity_frequency_bucket,"act_freq_(0.999, 1799.0]",610,0.7901639344262295,0.2098360655737705,516,
BPI20TravelPermitData,saprpt,tabular_fm,activity_frequency_bucket,"act_freq_(1799.0, 2539.0]",446,0.6143497757847534,0.3856502242152466,421,
BPI20TravelPermitData,saprpt,tabular_fm,activity_frequency_bucket,"act_freq_(2539.0, 2671.0]",622,0.752411575562701,0.247588424437299,572,
BPI20TravelPermitData,saprpt,tabular_fm,activity_frequency_bucket,"act_freq_(2671.0, 2768.0]",322,0.3975155279503105,0.6024844720496895,312,
BPI20TravelPermitData,tabpfn3,tabular_fm,activity_frequency_bucket,"act_freq_(0.999, 1799.0]",610,0.7295081967213115,0.2704918032786885,516,
BPI20TravelPermitData,tabpfn3,tabular_fm,activity_frequency_bucket,"act_freq_(1799.0, 2539.0]",446,0.3856502242152466,0.6143497757847534,421,
BPI20TravelPermitData,tabpfn3,tabular_fm,activity_frequency_bucket,"act_freq_(2539.0, 2671.0]",622,0.7556270096463023,0.2443729903536977,572,
BPI20TravelPermitData,tabpfn3,tabular_fm,activity_frequency_bucket,"act_freq_(2671.0, 2768.0]",322,0.3757763975155279,0.6242236024844721,312,
BPI20TravelPermitData,transformer,sequence,activity_frequency_bucket,"act_freq_(0.999, 1799.0]",610,0.7950819672131147,0.2049180327868852,516,
BPI20TravelPermitData,transformer,sequence,activity_frequency_bucket,"act_freq_(1799.0, 2539.0]",446,0.8116591928251121,0.1883408071748878,421,
BPI20TravelPermitData,transformer,sequence,activity_frequency_bucket,"act_freq_(2539.0, 2671.0]",622,0.8456591639871383,0.1543408360128617,572,
BPI20TravelPermitData,transformer,sequence,activity_frequency_bucket,"act_freq_(2671.0, 2768.0]",322,0.2391304347826087,0.7608695652173914,312,
BPI12,gemma-2-2b,llm,true_next_activity_frequency_bucket,"next_freq_(1.999, 1611.0]",518,0.2355212355212355,0.7644787644787645,442,
BPI12,gemma-2-2b,llm,true_next_activity_frequency_bucket,"next_freq_(10853.0, 12647.0]",486,0.8024691358024691,0.1975308641975308,388,
BPI12,gemma-2-2b,llm,true_next_activity_frequency_bucket,"next_freq_(1611.0, 4982.0]",615,0.5739837398373984,0.4260162601626016,476,
BPI12,gemma-2-2b,llm,true_next_activity_frequency_bucket,"next_freq_(4982.0, 10853.0]",381,0.6745406824146981,0.3254593175853019,309,
BPI12,llama32-1b,llm,true_next_activity_frequency_bucket,"next_freq_(1.999, 1611.0]",518,0.3185328185328185,0.6814671814671815,442,
BPI12,llama32-1b,llm,true_next_activity_frequency_bucket,"next_freq_(10853.0, 12647.0]",486,0.8930041152263375,0.1069958847736625,388,
BPI12,llama32-1b,llm,true_next_activity_frequency_bucket,"next_freq_(1611.0, 4982.0]",615,0.4666666666666667,0.5333333333333333,476,
BPI12,llama32-1b,llm,true_next_activity_frequency_bucket,"next_freq_(4982.0, 10853.0]",381,0.6850393700787402,0.3149606299212598,309,
BPI12,rnn,sequence,true_next_activity_frequency_bucket,"next_freq_(1.999, 1611.0]",518,0.4073359073359073,0.5926640926640927,442,
BPI12,rnn,sequence,true_next_activity_frequency_bucket,"next_freq_(10853.0, 12647.0]",486,0.9958847736625516,0.0041152263374485,388,
BPI12,rnn,sequence,true_next_activity_frequency_bucket,"next_freq_(1611.0, 4982.0]",615,0.7967479674796748,0.2032520325203252,476,
BPI12,rnn,sequence,true_next_activity_frequency_bucket,"next_freq_(4982.0, 10853.0]",381,0.8608923884514436,0.1391076115485564,309,
BPI12,saprpt,tabular_fm,true_next_activity_frequency_bucket,"next_freq_(1.999, 1611.0]",518,0.3359073359073359,0.6640926640926641,442,
BPI12,saprpt,tabular_fm,true_next_activity_frequency_bucket,"next_freq_(10853.0, 12647.0]",486,0.8580246913580247,0.1419753086419752,388,
BPI12,saprpt,tabular_fm,true_next_activity_frequency_bucket,"next_freq_(1611.0, 4982.0]",615,0.5886178861788618,0.4113821138211382,476,
BPI12,saprpt,tabular_fm,true_next_activity_frequency_bucket,"next_freq_(4982.0, 10853.0]",381,0.8162729658792651,0.1837270341207348,309,
BPI12,tabpfn3,tabular_fm,true_next_activity_frequency_bucket,"next_freq_(1.999, 1611.0]",518,0.3301158301158301,0.6698841698841699,442,
BPI12,tabpfn3,tabular_fm,true_next_activity_frequency_bucket,"next_freq_(10853.0, 12647.0]",486,0.8703703703703703,0.1296296296296296,388,
BPI12,tabpfn3,tabular_fm,true_next_activity_frequency_bucket,"next_freq_(1611.0, 4982.0]",615,0.6211382113821138,0.3788617886178862,476,
BPI12,tabpfn3,tabular_fm,true_next_activity_frequency_bucket,"next_freq_(4982.0, 10853.0]",381,0.7900262467191601,0.2099737532808399,309,
BPI12,transformer,sequence,true_next_activity_frequency_bucket,"next_freq_(1.999, 1611.0]",518,0.4768339768339768,0.5231660231660231,442,
BPI12,transformer,sequence,true_next_activity_frequency_bucket,"next_freq_(10853.0, 12647.0]",486,0.9423868312757202,0.0576131687242797,388,
BPI12,transformer,sequence,true_next_activity_frequency_bucket,"next_freq_(1611.0, 4982.0]",615,0.8780487804878049,0.1219512195121951,476,
BPI12,transformer,sequence,true_next_activity_frequency_bucket,"next_freq_(4982.0, 10853.0]",381,0.6771653543307087,0.3228346456692913,309,
BPI17,gemma-2-2b,llm,true_next_activity_frequency_bucket,"next_freq_(12.999, 9620.0]",546,0.7326007326007326,0.2673992673992674,523,
BPI17,gemma-2-2b,llm,true_next_activity_frequency_bucket,"next_freq_(36413.0, 44905.0]",625,0.7648,0.2351999999999999,580,
BPI17,gemma-2-2b,llm,true_next_activity_frequency_bucket,"next_freq_(44905.0, 47498.0]",327,0.981651376146789,0.018348623853211,322,
BPI17,gemma-2-2b,llm,true_next_activity_frequency_bucket,"next_freq_(9620.0, 36413.0]",502,0.898406374501992,0.1015936254980079,486,
BPI17,llama32-1b,llm,true_next_activity_frequency_bucket,"next_freq_(12.999, 9620.0]",546,0.7326007326007326,0.2673992673992674,523,
BPI17,llama32-1b,llm,true_next_activity_frequency_bucket,"next_freq_(36413.0, 44905.0]",625,0.7824,0.2176,580,
BPI17,llama32-1b,llm,true_next_activity_frequency_bucket,"next_freq_(44905.0, 47498.0]",327,0.944954128440367,0.055045871559633,322,
BPI17,llama32-1b,llm,true_next_activity_frequency_bucket,"next_freq_(9620.0, 36413.0]",502,0.7928286852589641,0.2071713147410359,486,
BPI17,rnn,sequence,true_next_activity_frequency_bucket,"next_freq_(12.999, 9620.0]",546,0.7783882783882784,0.2216117216117216,523,
BPI17,rnn,sequence,true_next_activity_frequency_bucket,"next_freq_(36413.0, 44905.0]",625,0.84,0.16,580,
BPI17,rnn,sequence,true_next_activity_frequency_bucket,"next_freq_(44905.0, 47498.0]",327,0.981651376146789,0.018348623853211,322,
BPI17,rnn,sequence,true_next_activity_frequency_bucket,"next_freq_(9620.0, 36413.0]",502,0.8824701195219123,0.1175298804780876,486,
BPI17,saprpt,tabular_fm,true_next_activity_frequency_bucket,"next_freq_(12.999, 9620.0]",546,0.2564102564102564,0.7435897435897436,523,
BPI17,saprpt,tabular_fm,true_next_activity_frequency_bucket,"next_freq_(36413.0, 44905.0]",625,0.7472,0.2528,580,
BPI17,saprpt,tabular_fm,true_next_activity_frequency_bucket,"next_freq_(44905.0, 47498.0]",327,0.7370030581039755,0.2629969418960245,322,
BPI17,saprpt,tabular_fm,true_next_activity_frequency_bucket,"next_freq_(9620.0, 36413.0]",502,0.7768924302788844,0.2231075697211155,486,
BPI17,tabpfn3,tabular_fm,true_next_activity_frequency_bucket,"next_freq_(12.999, 9620.0]",546,0.2600732600732601,0.73992673992674,523,
BPI17,tabpfn3,tabular_fm,true_next_activity_frequency_bucket,"next_freq_(36413.0, 44905.0]",625,0.7952,0.2047999999999999,580,
BPI17,tabpfn3,tabular_fm,true_next_activity_frequency_bucket,"next_freq_(44905.0, 47498.0]",327,0.72782874617737,0.2721712538226299,322,
BPI17,tabpfn3,tabular_fm,true_next_activity_frequency_bucket,"next_freq_(9620.0, 36413.0]",502,0.8406374501992032,0.1593625498007967,486,
BPI17,transformer,sequence,true_next_activity_frequency_bucket,"next_freq_(12.999, 9620.0]",546,0.7362637362637363,0.2637362637362637,523,
BPI17,transformer,sequence,true_next_activity_frequency_bucket,"next_freq_(36413.0, 44905.0]",625,0.8224,0.1775999999999999,580,
BPI17,transformer,sequence,true_next_activity_frequency_bucket,"next_freq_(44905.0, 47498.0]",327,0.9785932721712538,0.0214067278287461,322,
BPI17,transformer,sequence,true_next_activity_frequency_bucket,"next_freq_(9620.0, 36413.0]",502,0.9322709163346612,0.0677290836653387,486,
BPI20PrepaidTravelCosts,gemma-2-2b,llm,true_next_activity_frequency_bucket,"next_freq_(430.0, 519.0]",615,0.943089430894309,0.056910569105691,410,
BPI20PrepaidTravelCosts,gemma-2-2b,llm,true_next_activity_frequency_bucket,"next_freq_(5.999, 430.0]",533,0.4577861163227016,0.5422138836772983,333,
BPI20PrepaidTravelCosts,gemma-2-2b,llm,true_next_activity_frequency_bucket,"next_freq_(519.0, 529.0]",406,0.105911330049261,0.8940886699507389,326,
BPI20PrepaidTravelCosts,gemma-2-2b,llm,true_next_activity_frequency_bucket,"next_freq_(529.0, 588.0]",446,0.8497757847533632,0.1502242152466367,354,
BPI20PrepaidTravelCosts,llama32-1b,llm,true_next_activity_frequency_bucket,"next_freq_(430.0, 519.0]",615,0.8731707317073171,0.1268292682926829,410,
BPI20PrepaidTravelCosts,llama32-1b,llm,true_next_activity_frequency_bucket,"next_freq_(5.999, 430.0]",533,0.0562851782363977,0.9437148217636022,333,
BPI20PrepaidTravelCosts,llama32-1b,llm,true_next_activity_frequency_bucket,"next_freq_(519.0, 529.0]",406,0.6059113300492611,0.3940886699507389,326,
BPI20PrepaidTravelCosts,llama32-1b,llm,true_next_activity_frequency_bucket,"next_freq_(529.0, 588.0]",446,0.9147982062780268,0.0852017937219731,354,
BPI20PrepaidTravelCosts,rnn,sequence,true_next_activity_frequency_bucket,"next_freq_(430.0, 519.0]",615,0.9772357723577236,0.0227642276422763,410,
BPI20PrepaidTravelCosts,rnn,sequence,true_next_activity_frequency_bucket,"next_freq_(5.999, 430.0]",533,0.5647279549718575,0.4352720450281425,333,
BPI20PrepaidTravelCosts,rnn,sequence,true_next_activity_frequency_bucket,"next_freq_(519.0, 529.0]",406,0.6477832512315271,0.3522167487684728,326,
BPI20PrepaidTravelCosts,rnn,sequence,true_next_activity_frequency_bucket,"next_freq_(529.0, 588.0]",446,0.9013452914798208,0.0986547085201793,354,
BPI20PrepaidTravelCosts,saprpt,tabular_fm,true_next_activity_frequency_bucket,"next_freq_(430.0, 519.0]",615,0.9658536585365852,0.0341463414634146,410,
BPI20PrepaidTravelCosts,saprpt,tabular_fm,true_next_activity_frequency_bucket,"next_freq_(5.999, 430.0]",533,0.425891181988743,0.574108818011257,333,
BPI20PrepaidTravelCosts,saprpt,tabular_fm,true_next_activity_frequency_bucket,"next_freq_(519.0, 529.0]",406,0.6551724137931034,0.3448275862068966,326,
BPI20PrepaidTravelCosts,saprpt,tabular_fm,true_next_activity_frequency_bucket,"next_freq_(529.0, 588.0]",446,0.8946188340807175,0.1053811659192824,354,
BPI20PrepaidTravelCosts,tabpfn3,tabular_fm,true_next_activity_frequency_bucket,"next_freq_(430.0, 519.0]",615,0.9707317073170731,0.0292682926829268,410,
BPI20PrepaidTravelCosts,tabpfn3,tabular_fm,true_next_activity_frequency_bucket,"next_freq_(5.999, 430.0]",533,0.424015009380863,0.575984990619137,333,
BPI20PrepaidTravelCosts,tabpfn3,tabular_fm,true_next_activity_frequency_bucket,"next_freq_(519.0, 529.0]",406,0.1428571428571428,0.8571428571428572,326,
BPI20PrepaidTravelCosts,tabpfn3,tabular_fm,true_next_activity_frequency_bucket,"next_freq_(529.0, 588.0]",446,0.8946188340807175,0.1053811659192824,354,
BPI20PrepaidTravelCosts,transformer,sequence,true_next_activity_frequency_bucket,"next_freq_(430.0, 519.0]",615,0.967479674796748,0.0325203252032519,410,
BPI20PrepaidTravelCosts,transformer,sequence,true_next_activity_frequency_bucket,"next_freq_(5.999, 430.0]",533,0.49906191369606,0.50093808630394,333,
BPI20PrepaidTravelCosts,transformer,sequence,true_next_activity_frequency_bucket,"next_freq_(519.0, 529.0]",406,0.7216748768472906,0.2783251231527094,326,
BPI20PrepaidTravelCosts,transformer,sequence,true_next_activity_frequency_bucket,"next_freq_(529.0, 588.0]",446,0.9080717488789236,0.0919282511210762,354,
BPI20RequestForPayment,gemma-2-2b,llm,true_next_activity_frequency_bucket,"next_freq_(0.999, 1190.0]",615,0.6032520325203252,0.3967479674796748,517,
BPI20RequestForPayment,gemma-2-2b,llm,true_next_activity_frequency_bucket,"next_freq_(1190.0, 1196.0]",653,1.0,0.0,560,
BPI20RequestForPayment,gemma-2-2b,llm,true_next_activity_frequency_bucket,"next_freq_(1196.0, 1219.0]",358,1.0,0.0,356,
BPI20RequestForPayment,gemma-2-2b,llm,true_next_activity_frequency_bucket,"next_freq_(1219.0, 1288.0]",374,0.9759358288770054,0.0240641711229946,374,
BPI20RequestForPayment,llama32-1b,llm,true_next_activity_frequency_bucket,"next_freq_(0.999, 1190.0]",615,0.5186991869918699,0.4813008130081301,517,
BPI20RequestForPayment,llama32-1b,llm,true_next_activity_frequency_bucket,"next_freq_(1190.0, 1196.0]",653,1.0,0.0,560,
BPI20RequestForPayment,llama32-1b,llm,true_next_activity_frequency_bucket,"next_freq_(1196.0, 1219.0]",358,1.0,0.0,356,
BPI20RequestForPayment,llama32-1b,llm,true_next_activity_frequency_bucket,"next_freq_(1219.0, 1288.0]",374,1.0,0.0,374,
BPI20RequestForPayment,rnn,sequence,true_next_activity_frequency_bucket,"next_freq_(0.999, 1190.0]",615,0.6650406504065041,0.3349593495934959,517,
BPI20RequestForPayment,rnn,sequence,true_next_activity_frequency_bucket,"next_freq_(1190.0, 1196.0]",653,1.0,0.0,560,
BPI20RequestForPayment,rnn,sequence,true_next_activity_frequency_bucket,"next_freq_(1196.0, 1219.0]",358,0.994413407821229,0.0055865921787709,356,
BPI20RequestForPayment,rnn,sequence,true_next_activity_frequency_bucket,"next_freq_(1219.0, 1288.0]",374,0.9812834224598932,0.0187165775401069,374,
BPI20RequestForPayment,saprpt,tabular_fm,true_next_activity_frequency_bucket,"next_freq_(0.999, 1190.0]",615,0.6617886178861788,0.3382113821138212,517,
BPI20RequestForPayment,saprpt,tabular_fm,true_next_activity_frequency_bucket,"next_freq_(1190.0, 1196.0]",653,1.0,0.0,560,
BPI20RequestForPayment,saprpt,tabular_fm,true_next_activity_frequency_bucket,"next_freq_(1196.0, 1219.0]",358,0.1703910614525139,0.8296089385474861,356,
BPI20RequestForPayment,saprpt,tabular_fm,true_next_activity_frequency_bucket,"next_freq_(1219.0, 1288.0]",374,0.9786096256684492,0.0213903743315507,374,
BPI20RequestForPayment,tabpfn3,tabular_fm,true_next_activity_frequency_bucket,"next_freq_(0.999, 1190.0]",615,0.697560975609756,0.3024390243902439,517,
BPI20RequestForPayment,tabpfn3,tabular_fm,true_next_activity_frequency_bucket,"next_freq_(1190.0, 1196.0]",653,1.0,0.0,560,
BPI20RequestForPayment,tabpfn3,tabular_fm,true_next_activity_frequency_bucket,"next_freq_(1196.0, 1219.0]",358,0.0670391061452514,0.9329608938547486,356,
BPI20RequestForPayment,tabpfn3,tabular_fm,true_next_activity_frequency_bucket,"next_freq_(1219.0, 1288.0]",374,0.9331550802139036,0.0668449197860963,374,
BPI20RequestForPayment,transformer,sequence,true_next_activity_frequency_bucket,"next_freq_(0.999, 1190.0]",615,0.6699186991869919,0.3300813008130081,517,
BPI20RequestForPayment,transformer,sequence,true_next_activity_frequency_bucket,"next_freq_(1190.0, 1196.0]",653,1.0,0.0,560,
BPI20RequestForPayment,transformer,sequence,true_next_activity_frequency_bucket,"next_freq_(1196.0, 1219.0]",358,1.0,0.0,356,
BPI20RequestForPayment,transformer,sequence,true_next_activity_frequency_bucket,"next_freq_(1219.0, 1288.0]",374,0.9786096256684492,0.0213903743315507,374,
BPI20TravelPermitData,gemma-2-2b,llm,true_next_activity_frequency_bucket,"next_freq_(0.999, 1185.0]",492,0.3394308943089431,0.660569105691057,413,
BPI20TravelPermitData,gemma-2-2b,llm,true_next_activity_frequency_bucket,"next_freq_(1185.0, 2459.0]",562,0.7437722419928826,0.2562277580071174,526,
BPI20TravelPermitData,gemma-2-2b,llm,true_next_activity_frequency_bucket,"next_freq_(2459.0, 2552.0]",446,0.9192825112107624,0.0807174887892376,402,
BPI20TravelPermitData,gemma-2-2b,llm,true_next_activity_frequency_bucket,"next_freq_(2552.0, 2704.0]",500,0.65,0.35,475,
BPI20TravelPermitData,llama32-1b,llm,true_next_activity_frequency_bucket,"next_freq_(0.999, 1185.0]",492,0.274390243902439,0.725609756097561,413,
BPI20TravelPermitData,llama32-1b,llm,true_next_activity_frequency_bucket,"next_freq_(1185.0, 2459.0]",562,0.9217081850533808,0.0782918149466191,526,
BPI20TravelPermitData,llama32-1b,llm,true_next_activity_frequency_bucket,"next_freq_(2459.0, 2552.0]",446,0.8632286995515696,0.1367713004484304,402,
BPI20TravelPermitData,llama32-1b,llm,true_next_activity_frequency_bucket,"next_freq_(2552.0, 2704.0]",500,0.872,0.128,475,
BPI20TravelPermitData,rnn,sequence,true_next_activity_frequency_bucket,"next_freq_(0.999, 1185.0]",492,0.4817073170731707,0.5182926829268293,413,
BPI20TravelPermitData,rnn,sequence,true_next_activity_frequency_bucket,"next_freq_(1185.0, 2459.0]",562,0.9306049822064056,0.0693950177935943,526,
BPI20TravelPermitData,rnn,sequence,true_next_activity_frequency_bucket,"next_freq_(2459.0, 2552.0]",446,0.9260089686098656,0.0739910313901345,402,
BPI20TravelPermitData,rnn,sequence,true_next_activity_frequency_bucket,"next_freq_(2552.0, 2704.0]",500,0.618,0.382,475,
BPI20TravelPermitData,saprpt,tabular_fm,true_next_activity_frequency_bucket,"next_freq_(0.999, 1185.0]",492,0.3658536585365853,0.6341463414634146,413,
BPI20TravelPermitData,saprpt,tabular_fm,true_next_activity_frequency_bucket,"next_freq_(1185.0, 2459.0]",562,0.7900355871886121,0.2099644128113879,526,
BPI20TravelPermitData,saprpt,tabular_fm,true_next_activity_frequency_bucket,"next_freq_(2459.0, 2552.0]",446,0.8901345291479821,0.1098654708520179,402,
BPI20TravelPermitData,saprpt,tabular_fm,true_next_activity_frequency_bucket,"next_freq_(2552.0, 2704.0]",500,0.662,0.3379999999999999,475,
BPI20TravelPermitData,tabpfn3,tabular_fm,true_next_activity_frequency_bucket,"next_freq_(0.999, 1185.0]",492,0.3008130081300813,0.6991869918699187,413,
BPI20TravelPermitData,tabpfn3,tabular_fm,true_next_activity_frequency_bucket,"next_freq_(1185.0, 2459.0]",562,0.6192170818505338,0.3807829181494662,526,
BPI20TravelPermitData,tabpfn3,tabular_fm,true_next_activity_frequency_bucket,"next_freq_(2459.0, 2552.0]",446,0.8968609865470852,0.1031390134529147,402,
BPI20TravelPermitData,tabpfn3,tabular_fm,true_next_activity_frequency_bucket,"next_freq_(2552.0, 2704.0]",500,0.624,0.376,475,
BPI20TravelPermitData,transformer,sequence,true_next_activity_frequency_bucket,"next_freq_(0.999, 1185.0]",492,0.5,0.5,413,
BPI20TravelPermitData,transformer,sequence,true_next_activity_frequency_bucket,"next_freq_(1185.0, 2459.0]",562,0.909252669039146,0.090747330960854,526,
BPI20TravelPermitData,transformer,sequence,true_next_activity_frequency_bucket,"next_freq_(2459.0, 2552.0]",446,0.9282511210762332,0.0717488789237668,402,
BPI20TravelPermitData,transformer,sequence,true_next_activity_frequency_bucket,"next_freq_(2552.0, 2704.0]",500,0.558,0.4419999999999999,475,
BPI12,gemma-2-2b,llm,branching_degree_bucket,"branch_deg_(0.999, 5.0]",592,0.6131756756756757,0.3868243243243243,510,
BPI12,gemma-2-2b,llm,branching_degree_bucket,"branch_deg_(11.0, 15.0]",333,0.2732732732732733,0.7267267267267268,228,
BPI12,gemma-2-2b,llm,branching_degree_bucket,"branch_deg_(5.0, 9.0]",690,0.6565217391304348,0.3434782608695652,549,
BPI12,gemma-2-2b,llm,branching_degree_bucket,"branch_deg_(9.0, 11.0]",385,0.5584415584415584,0.4415584415584416,311,
BPI12,llama32-1b,llm,branching_degree_bucket,"branch_deg_(0.999, 5.0]",592,0.606418918918919,0.393581081081081,510,
BPI12,llama32-1b,llm,branching_degree_bucket,"branch_deg_(11.0, 15.0]",333,0.2102102102102102,0.7897897897897898,228,
BPI12,llama32-1b,llm,branching_degree_bucket,"branch_deg_(5.0, 9.0]",690,0.7159420289855073,0.2840579710144927,549,
BPI12,llama32-1b,llm,branching_degree_bucket,"branch_deg_(9.0, 11.0]",385,0.5818181818181818,0.4181818181818182,311,
BPI12,rnn,sequence,branching_degree_bucket,"branch_deg_(0.999, 5.0]",592,0.7094594594594594,0.2905405405405405,510,
BPI12,rnn,sequence,branching_degree_bucket,"branch_deg_(11.0, 15.0]",333,0.7057057057057057,0.2942942942942943,228,
BPI12,rnn,sequence,branching_degree_bucket,"branch_deg_(5.0, 9.0]",690,0.8130434782608695,0.1869565217391304,549,
BPI12,rnn,sequence,branching_degree_bucket,"branch_deg_(9.0, 11.0]",385,0.7714285714285715,0.2285714285714285,311,
BPI12,saprpt,tabular_fm,branching_degree_bucket,"branch_deg_(0.999, 5.0]",592,0.6790540540540541,0.3209459459459459,510,
BPI12,saprpt,tabular_fm,branching_degree_bucket,"branch_deg_(11.0, 15.0]",333,0.4804804804804805,0.5195195195195195,228,
BPI12,saprpt,tabular_fm,branching_degree_bucket,"branch_deg_(5.0, 9.0]",690,0.644927536231884,0.3550724637681159,549,
BPI12,saprpt,tabular_fm,branching_degree_bucket,"branch_deg_(9.0, 11.0]",385,0.6675324675324675,0.3324675324675324,311,
BPI12,tabpfn3,tabular_fm,branching_degree_bucket,"branch_deg_(0.999, 5.0]",592,0.6706081081081081,0.3293918918918919,510,
BPI12,tabpfn3,tabular_fm,branching_degree_bucket,"branch_deg_(11.0, 15.0]",333,0.5015015015015015,0.4984984984984985,228,
BPI12,tabpfn3,tabular_fm,branching_degree_bucket,"branch_deg_(5.0, 9.0]",690,0.6681159420289855,0.3318840579710145,549,
BPI12,tabpfn3,tabular_fm,branching_degree_bucket,"branch_deg_(9.0, 11.0]",385,0.6545454545454545,0.3454545454545454,311,
BPI12,transformer,sequence,branching_degree_bucket,"branch_deg_(0.999, 5.0]",592,0.7719594594594594,0.2280405405405405,510,
BPI12,transformer,sequence,branching_degree_bucket,"branch_deg_(11.0, 15.0]",333,0.7267267267267268,0.2732732732732732,228,
BPI12,transformer,sequence,branching_degree_bucket,"branch_deg_(5.0, 9.0]",690,0.8492753623188406,0.1507246376811594,549,
BPI12,transformer,sequence,branching_degree_bucket,"branch_deg_(9.0, 11.0]",385,0.5662337662337662,0.4337662337662338,311,
BPI17,gemma-2-2b,llm,branching_degree_bucket,"branch_deg_(0.999, 5.0]",489,0.9304703476482618,0.0695296523517382,467,
BPI17,gemma-2-2b,llm,branching_degree_bucket,"branch_deg_(11.0, 14.0]",363,0.7355371900826446,0.2644628099173554,349,
BPI17,gemma-2-2b,llm,branching_degree_bucket,"branch_deg_(5.0, 11.0]",1148,0.8083623693379791,0.1916376306620208,1060,
BPI17,llama32-1b,llm,branching_degree_bucket,"branch_deg_(0.999, 5.0]",489,0.8834355828220859,0.1165644171779141,467,
BPI17,llama32-1b,llm,branching_degree_bucket,"branch_deg_(11.0, 14.0]",363,0.71900826446281,0.28099173553719,349,
BPI17,llama32-1b,llm,branching_degree_bucket,"branch_deg_(5.0, 11.0]",1148,0.7865853658536586,0.2134146341463414,1060,
BPI17,rnn,sequence,branching_degree_bucket,"branch_deg_(0.999, 5.0]",489,0.9406952965235174,0.0593047034764826,467,
BPI17,rnn,sequence,branching_degree_bucket,"branch_deg_(11.0, 14.0]",363,0.8181818181818182,0.1818181818181817,349,
BPI17,rnn,sequence,branching_degree_bucket,"branch_deg_(5.0, 11.0]",1148,0.8336236933797909,0.166376306620209,1060,
BPI17,saprpt,tabular_fm,branching_degree_bucket,"branch_deg_(0.999, 5.0]",489,0.7648261758691206,0.2351738241308794,467,
BPI17,saprpt,tabular_fm,branching_degree_bucket,"branch_deg_(11.0, 14.0]",363,0.6005509641873278,0.3994490358126722,349,
BPI17,saprpt,tabular_fm,branching_degree_bucket,"branch_deg_(5.0, 11.0]",1148,0.5627177700348432,0.4372822299651567,1060,
BPI17,tabpfn3,tabular_fm,branching_degree_bucket,"branch_deg_(0.999, 5.0]",489,0.7832310838445807,0.2167689161554192,467,
BPI17,tabpfn3,tabular_fm,branching_degree_bucket,"branch_deg_(11.0, 14.0]",363,0.6391184573002755,0.3608815426997245,349,
BPI17,tabpfn3,tabular_fm,branching_degree_bucket,"branch_deg_(5.0, 11.0]",1148,0.5958188153310104,0.4041811846689895,1060,
BPI17,transformer,sequence,branching_degree_bucket,"branch_deg_(0.999, 5.0]",489,0.9141104294478528,0.0858895705521471,467,
BPI17,transformer,sequence,branching_degree_bucket,"branch_deg_(11.0, 14.0]",363,0.8071625344352618,0.1928374655647382,349,
BPI17,transformer,sequence,branching_degree_bucket,"branch_deg_(5.0, 11.0]",1148,0.8397212543554007,0.1602787456445993,1060,
BPI20PrepaidTravelCosts,gemma-2-2b,llm,branching_degree_bucket,"branch_deg_(0.999, 4.0]",679,0.6745213549337261,0.3254786450662739,436,
BPI20PrepaidTravelCosts,gemma-2-2b,llm,branching_degree_bucket,"branch_deg_(4.0, 5.0]",517,0.5241779497098646,0.4758220502901353,378,
BPI20PrepaidTravelCosts,gemma-2-2b,llm,branching_degree_bucket,"branch_deg_(5.0, 8.0]",429,0.6853146853146853,0.3146853146853147,329,
BPI20PrepaidTravelCosts,gemma-2-2b,llm,branching_degree_bucket,"branch_deg_(8.0, 10.0]",375,0.5946666666666667,0.4053333333333333,304,
BPI20PrepaidTravelCosts,llama32-1b,llm,branching_degree_bucket,"branch_deg_(0.999, 4.0]",679,0.7363770250368189,0.2636229749631811,436,
BPI20PrepaidTravelCosts,llama32-1b,llm,branching_degree_bucket,"branch_deg_(4.0, 5.0]",517,0.6982591876208898,0.3017408123791102,378,
BPI20PrepaidTravelCosts,llama32-1b,llm,branching_degree_bucket,"branch_deg_(5.0, 8.0]",429,0.4195804195804196,0.5804195804195804,329,
BPI20PrepaidTravelCosts,llama32-1b,llm,branching_degree_bucket,"branch_deg_(8.0, 10.0]",375,0.48,0.52,304,
BPI20PrepaidTravelCosts,rnn,sequence,branching_degree_bucket,"branch_deg_(0.999, 4.0]",679,0.7643593519882179,0.235640648011782,436,
BPI20PrepaidTravelCosts,rnn,sequence,branching_degree_bucket,"branch_deg_(4.0, 5.0]",517,0.874274661508704,0.1257253384912959,378,
BPI20PrepaidTravelCosts,rnn,sequence,branching_degree_bucket,"branch_deg_(5.0, 8.0]",429,0.8438228438228438,0.1561771561771562,329,
BPI20PrepaidTravelCosts,rnn,sequence,branching_degree_bucket,"branch_deg_(8.0, 10.0]",375,0.624,0.376,304,
